4.408428, 4.411055, 4.410070, 4.408428, 4.312234, 4.310264, 4.308951, 4.305996
4.203564, 4.204221, 4.204221, 4.202579, 4.110981, 4.109340, 4.109340, 4.105728
4.002968, 4.002640, 4.001983, 3.999685, 3.909729, 3.913012, 3.911370, 3.907102
3.805327, 3.806969, 3.806969, 3.803357, 3.715043, 3.714058, 3.712416, 3.709790
3.615566, 3.613267, 3.615237, 3.612611, 3.530534, 3.530206, 3.526594, 3.521670
3.431057, 3.430729, 3.434012, 3.427446, 3.346682, 3.344384, 3.343728, 3.341101
3.248190, 3.245892, 3.243922, 3.240968, 3.162502, 3.163487, 3.161846, 3.156264
3.075173, 3.073203, 3.072546, 3.070248, 2.992440, 2.994081, 2.992768, 2.988172
2.900514, 2.902812, 2.902484, 2.897231, 2.821064, 2.821064, 2.822049, 2.818765
2.729794, 2.729466, 2.731108, 2.725855, 2.653956, 2.651329, 2.653299, 2.650344
2.566298, 2.566298, 2.564985, 2.560389, 2.491116, 2.490788, 2.494399, 2.489474
2.404443, 2.404443, 2.403458, 2.401817, 2.334186, 2.333529, 2.332544, 2.327620
2.250139, 2.250796, 2.248498, 2.246856, 2.179225, 2.182180, 2.182508, 2.177255
2.098790, 2.097805, 2.097149, 2.092881, 2.027876, 2.030175, 2.032144, 2.027548
1.952038, 1.951381, 1.954008, 1.948755, 1.885063, 1.884407, 1.885063, 1.882437
1.807583, 1.806598, 1.807583, 1.804300, 1.745533, 1.742907, 1.743235, 1.737654
1.667068, 1.667725, 1.670351, 1.665099, 1.604690, 1.604690, 1.605675, 1.603705
1.535090, 1.531478, 1.530165, 1.525897, 1.468115, 1.469428, 1.472712, 1.466802
1.400484, 1.402782, 1.401469, 1.395560, 1.339419, 1.339748, 1.339419, 1.338106
1.272773, 1.273102, 1.275072, 1.272445, 1.217290, 1.215977, 1.213022, 1.211709
1.147689, 1.146704, 1.147032, 1.142108, 1.087937, 1.089251, 1.086953, 1.083013
1.027529, 1.026873, 1.025888, 1.020963, 0.970404, 0.971389, 0.971389, 0.967121
0.902445, 0.903430, 0.904086, 0.900803, 0.848603, 0.849259, 0.846305, 0.843678
0.782613, 0.781628, 0.782613, 0.778345, 0.733696, 0.731069, 0.730085, 0.727458
0.672303, 0.671646, 0.670005, 0.668035, 0.621744, 0.623385, 0.621415, 0.617476
0.561336, 0.562649, 0.562649, 0.562320, 0.512746, 0.513403, 0.511105, 0.509463
