-10.750424, -10.750424, -10.750424, -10.750424, -10.750424, -10.750424, -10.750424, -10.750424
-10.750424, -10.750424, -10.750424, -10.750424, -10.750096, -10.750424, -10.750753, -10.750424
-10.750424, -10.750424, -10.750424, -10.750424, -10.750424, -10.750424, -10.750424, -10.750424
-10.750424, -10.750424, -10.750424, -10.750424, -10.750096, -10.750424, -10.750424, -10.750424
-10.726128, -10.727113, -10.727769, -10.729739, -10.635180, -10.634523, -10.635180, -10.639120
-10.557365, -10.558350, -10.557693, -10.560977, -10.466417, -10.467730, -10.468387, -10.472655
-10.384991, -10.387946, -10.388274, -10.391557, -10.299953, -10.299296, -10.297326, -10.302251
-10.227720, -10.229690, -10.228705, -10.232317, -10.140384, -10.141698, -10.143011, -10.146951
-10.066510, -10.068809, -10.069137, -10.073077, -9.984100, -9.984428, -9.981801, -9.989681
-9.916135, -9.918105, -9.917449, -9.920732, -9.833725, -9.832412, -9.835038, -9.839963
-9.768059, -9.767731, -9.766746, -9.768716, -9.686962, -9.687290, -9.687947, -9.690902
-9.619655, -9.618670, -9.619983, -9.623595, -9.544139, -9.543154, -9.541513, -9.543483
-9.478802, -9.477489, -9.475847, -9.478802, -9.400660, -9.401974, -9.399347, -9.402630
-9.335323, -9.339263, -9.337950, -9.341562, -9.263748, -9.262435, -9.261122, -9.267031
-9.201695, -9.199725, -9.201366, -9.206291, -9.129463, -9.130776, -9.128478, -9.132089
-9.069708, -9.070036, -9.068066, -9.070364, -8.994193, -8.993864, -8.995178, -9.000759
-8.940019, -8.936736, -8.938049, -8.942974, -8.870414, -8.869758, -8.868444, -8.869758
-8.813614, -8.812301, -8.810659, -8.813614, -8.743353, -8.745979, -8.743681, -8.747621
-8.692134, -8.693447, -8.692462, -8.694432, -8.623843, -8.625813, -8.626141, -8.628768
-8.570326, -8.569998, -8.571968, -8.573938, -8.504333, -8.502691, -8.504333, -8.508929
-8.455413, -8.455413, -8.455084, -8.456069, -8.390733, -8.390077, -8.391390, -8.392703
-8.340500, -8.340171, -8.341813, -8.345753, -8.279760, -8.278775, -8.278775, -8.282058
-8.230840, -8.230840, -8.228542, -8.235108, -8.170757, -8.171414, -8.170757, -8.173055
-8.119539, -8.119211, -8.118554, -8.122165, -8.059784, -8.061426, -8.059456, -8.063068
-8.012506, -8.015789, -8.014476, -8.018744, -7.955378, -7.955706, -7.955378, -7.959318
-7.914338, -7.912696, -7.911711, -7.914666, -7.854584, -7.857210, -7.858523, -7.862792
-7.810589, -7.811245, -7.811902, -7.816498, -7.755431, -7.756087, -7.752804, -7.759042
-7.714062, -7.714391, -7.712421, -7.715704, -7.656935, -7.657591, -7.658904, -7.660874
-7.618849, -7.619834, -7.621476, -7.623774, -7.567303, -7.565333, -7.565990, -7.571243
-7.523965, -7.524622, -7.523308, -7.525935, -7.470121, -7.471434, -7.472419, -7.474717
