Hello from process: 0
Hello from process: 2
Hello from process: 3
Hello from process: 1
---> createTask()
DAQ_TASK_NAME = 
taskHandle = 0
&taskHandle = 6299816
createTaskStatus = 0
After createTask() ---> taskHandle = 8217056
startTask() ---> taskHandle = 8217056
Start of Loop

Sum = 0
NIDAQ testing complete!
time, line0, line1, line2, line3
0.000000, 118.195439, 120.821867, 119.508653, 119.508653
0.001000, 119.508653, 119.508653, 120.821867, 120.821867
0.002000, 118.195439, 119.508653, 118.195439, 118.195439
0.003000, 118.195439, 120.821867, 118.195439, 119.508653
0.004000, 119.508653, 122.135082, 120.821867, 120.821867
0.005000, 119.508653, 120.821867, 118.195439, 120.821867
0.006000, 120.821867, 120.821867, 116.882225, 118.195439
0.007000, 119.508653, 118.195439, 116.882225, 116.882225
0.008000, 118.195439, 120.821867, 118.195439, 116.882225
0.009000, 115.569011, 118.195439, 119.508653, 119.508653
0.010000, 120.821867, 118.195439, 118.195439, 119.508653
0.011000, 118.195439, 118.195439, 118.195439, 120.821867
0.012000, 116.882225, 116.882225, 118.195439, 116.882225
0.013000, 115.569011, 119.508653, 116.882225, 119.508653
0.014000, 116.882225, 116.882225, 118.195439, 119.508653
0.015000, 116.882225, 120.821867, 116.882225, 118.195439
0.016000, 120.821867, 116.882225, 120.821867, 118.195439
0.017000, 118.195439, 119.508653, 118.195439, 120.821867
0.018000, 118.195439, 118.195439, 120.821867, 118.195439
0.019000, 118.195439, 116.882225, 115.569011, 115.569011
0.020000, 116.882225, 115.569011, 118.195439, 116.882225
0.021000, 115.569011, 118.195439, 116.882225, 118.195439
0.022000, 118.195439, 116.882225, 118.195439, 115.569011
0.023000, 118.195439, 119.508653, 118.195439, 118.195439
0.024000, 118.195439, 120.821867, 119.508653, 116.882225
0.025000, 120.821867, 119.508653, 119.508653, 118.195439
0.026000, 118.195439, 119.508653, 119.508653, 118.195439
0.027000, 116.882225, 118.195439, 120.821867, 116.882225
0.028000, 119.508653, 119.508653, 119.508653, 119.508653
0.029000, 119.508653, 116.882225, 118.195439, 119.508653
0.030000, 118.195439, 118.195439, 119.508653, 119.508653
0.031000, 118.195439, 118.195439, 118.195439, 119.508653
0.032000, 116.882225, 118.195439, 118.195439, 119.508653
